Source File	Size	loadResources	load	generateSnapshots	load-configure	scan	loadDepInfo	loadInfo	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	generate1	generate2	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
/fsh-generated/resources/ImplementationGuide-fhir.ca-bc.provider.json	76117	-	0	0	0	0	0	0	58	144	0	0	0	0	0	0	0	1	0	0	268	398	0	0	0	14	0	2
fsh-generated/resources/Bundle-Example-AddLocation-Bundle.json	4471	3	13	0	0	0	0	0	1	429	0	0	0	0	0	0	0	0	0	0	16	21	0	0	0	0	0	0
fsh-generated/resources/Bundle-Example-AddLocationWithLinks-Bundle-Response.json	5526	3	3	0	1	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	15	25	0	0	0	0	0	0
fsh-generated/resources/Bundle-Example-AddLocationWithLinks-Bundle.json	8610	5	7	0	0	0	0	0	1	919	0	0	0	0	0	0	0	0	0	0	21	36	0	0	0	0	0	0
fsh-generated/resources/Bundle-Example-AddOrganization-Bundle.json	6109	3	5	0	0	0	0	0	0	773	0	0	0	0	0	0	0	0	0	0	15	17	0	0	0	0	0	0
fsh-generated/resources/Bundle-Example-AddPractitioner-Batch-Bundle-Response.json	24468	7	15	0	0	0	0	0	2	2775	0	0	0	0	0	0	0	0	0	0	39	628	0	0	0	0	0	0
fsh-generated/resources/Bundle-Example-AddPractitioner-Bundle-Response.json	24462	3	6	0	0	0	0	0	3	2450	0	0	0	0	0	0	0	0	0	0	38	519	0	0	0	0	0	1
fsh-generated/resources/Bundle-Example-AddPractitioner-Bundle.json	13577	3	4	0	0	0	0	0	1	1569	0	0	0	0	0	0	0	0	0	0	26	250	0	0	0	0	0	0
fsh-generated/resources/Bundle-Example-Batch-Bundle-Response.json	61167	5	14	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	0	0	48	937	0	0	0	0	0	0
fsh-generated/resources/Bundle-Example-Batch-Bundle.json	38435	6	6	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	32	479	0	0	0	0	0	1
fsh-generated/resources/Bundle-Example-DistributeOrganization-Bundle.json	10632	3	3	0	0	0	0	0	1	728	0	0	0	0	0	0	0	0	0	0	21	11	0	0	0	0	0	0
fsh-generated/resources/Bundle-Example-DistributePractitioner-Bundle-forTesting.json	10337	2	2	0	0	0	0	0	1	945	0	0	0	0	0	0	0	0	0	0	21	255	0	0	0	0	0	0
fsh-generated/resources/Bundle-Example-DistributePractitioner-Bundle.json	24214	3	3	0	0	0	0	0	2	2280	0	0	0	0	0	0	0	0	0	0	37	505	0	0	0	0	0	0
fsh-generated/resources/Bundle-Example-GET-Location-Response.json	7608	2	11	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	17	14	0	0	0	0	0	0
fsh-generated/resources/Bundle-Example-GET-Organization-Response.json	5276	1	2	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	15	8	0	0	0	0	0	0
fsh-generated/resources/Bundle-Example-GET-OrganizationAffiliation-Response.json	2503	2	1	0	0	0	0	0	0	199	0	0	0	0	0	0	0	0	0	0	13	6	0	0	0	0	0	0
fsh-generated/resources/Bundle-Example-GET-OrganizationAffiliation-byOrganization-Response.json	3938	2	1	0	0	0	0	0	0	444	0	0	0	0	0	0	0	0	0	0	15	7	0	0	0	0	0	0
fsh-generated/resources/Bundle-Example-GET-Practitioner-Param-Response.json	26135	4	3	0	0	0	0	0	2	3480	0	0	0	0	0	0	0	0	0	0	43	519	0	0	0	0	0	0
fsh-generated/resources/Bundle-Example-GET-Practitioner-Response.json	14458	3	2	0	1	0	0	0	1	1910	0	0	0	0	0	0	0	0	0	0	27	252	0	0	0	0	0	0
fsh-generated/resources/Bundle-Example-GET-PractitionerRole-Response.json	2694	2	1	0	0	0	0	0	1	199	0	0	0	0	0	0	0	0	0	0	12	7	0	0	0	0	0	0
fsh-generated/resources/Bundle-Example-GET-PractitionerRole-byPractitioner-Response.json	6373	1	2	0	0	0	0	0	0	801	0	0	0	0	0	0	0	0	0	0	18	325	0	0	0	0	0	0
fsh-generated/resources/Bundle-Example-Individual-Provider-Bundle.json	17935	3	4	0	0	0	0	0	2	2397	0	0	0	0	0	0	0	0	0	0	31	499	0	0	0	0	0	0
fsh-generated/resources/Bundle-Example-Organizational-Provider-Bundle.json	11061	2	2	0	0	0	0	0	0	1347	0	0	0	0	0	0	0	0	0	0	23	10	0	0	0	0	0	0
fsh-generated/resources/Bundle-Example-Response-Query-Organization-Bundle.json	14560	2	3	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	19	9	0	0	0	0	0	1
