URL,Version,Status,OIDs,Name,Title,Descriptino,Uses,Used,Sources
https://terminology.hlth.gov.bc.ca/ProviderLocationRegistry/ValueSet/bc-address-validation-status-value-set,1.0.0,draft,,AddressValidationStatusVS,BC Address Validation Status Value Set,"BC address validation status value set.",,"Other"
https://terminology.hlth.gov.bc.ca/ProviderLocationRegistry/ValueSet/bc-communication-purpose-value-set,1.0.0,draft,,CommunicationPurposeVS,BC Communication Purpose Value Set,"BC communication purpose value set.",,"Other"
https://terminology.hlth.gov.bc.ca/ProviderLocationRegistry/ValueSet/bc-end-reason-value-set,1.0.0,draft,,EndReasonVS,BC End Reason Value Set,"BC end reason value set.",,"Other"
https://terminology.hlth.gov.bc.ca/ProviderLocationRegistry/ValueSet/bc-expertise-value-set,1.0.0,draft,,ExpertiseVS,BC Expertise Value Set,"BC Expertise value set.",,"hl7.fhir.ca.baseline,Other"
https://terminology.hlth.gov.bc.ca/ProviderLocationRegistry/ValueSet/bc-language-value-set,1.0.0,draft,,LanguageVS,BC Language Value Set,"BC Language value set.",,"Other"
https://terminology.hlth.gov.bc.ca/ProviderLocationRegistry/ValueSet/bc-license-status-class-value-set,1.0.0,draft,,LicenseStatusClassVS,BC License Status Class Value Set,"BC specific license status class value set.",,"Other"
https://terminology.hlth.gov.bc.ca/ProviderLocationRegistry/ValueSet/bc-license-status-reason-value-set,1.0.0,draft,,LicenseReasonVS,BC License Status Reason Value Set,"BC specific license status reason value set.",,"Other"
https://terminology.hlth.gov.bc.ca/ProviderLocationRegistry/ValueSet/bc-license-status-value-set,1.0.0,draft,,LicenseStatusVS,BC License Status Value Set,"BC specific license status value set.",,"THO (V3),Other"
https://terminology.hlth.gov.bc.ca/ProviderLocationRegistry/ValueSet/bc-organization-role-value-set,1.0.0,draft,,OrganizationRoleVS,BC Organization Role Code Value Set,"BC Organization Role Codes.",,"Other"
https://terminology.hlth.gov.bc.ca/ProviderLocationRegistry/ValueSet/bc-practitioner-role-value-set,1.0.0,draft,,PractitionerRoleVS,BC Practitioner Role Code Value Set,"BC Practitioner Role Codes.",,"Other"
https://terminology.hlth.gov.bc.ca/ProviderLocationRegistry/ValueSet/bc-qualification-value-set,1.0.0,draft,,PracQualificationVS,BC Practitioner Qualification Value Set,"BC specific qualification value set.",,"hl7.fhir.ca.baseline,Other"
https://terminology.hlth.gov.bc.ca/ProviderLocationRegistry/ValueSet/bc-relationship-type-value-set,1.0.0,draft,,RelationshipTypeVS,BC Relationship Type Value Set,"BC relationship type value set.",,"Other"
