Source File	Size	loadResources	load-configure	scan	loadDepInfo	loadInfo	load	generateSnapshots	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	generate1	generate2	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
/fsh-generated/resources/ImplementationGuide-fhir.ca-bc.provider.json	76117	-	0	0	0	0	0	0	12	99	0	0	0	0	0	0	0	1	0	0	346	269	0	0	0	11	0	2
fsh-generated/resources/Bundle-Example-AddLocation-Bundle.json	4471	3	0	0	0	0	12	0	0	411	0	0	0	0	0	0	0	0	0	0	19	15	0	0	0	0	0	0
fsh-generated/resources/Bundle-Example-AddLocationWithLinks-Bundle-Response.json	5526	4	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	1	0	0	18	12	0	0	0	0	0	0
fsh-generated/resources/Bundle-Example-AddLocationWithLinks-Bundle.json	8610	4	0	0	0	0	5	0	1	92	0	0	0	0	0	0	0	0	0	0	29	15	0	0	0	0	0	0
fsh-generated/resources/Bundle-Example-AddOrganization-Bundle.json	6109	2	1	0	0	0	3	0	0	78	0	0	0	0	0	0	0	0	0	0	18	12	0	0	0	0	0	0
fsh-generated/resources/Bundle-Example-AddPractitioner-Batch-Bundle-Response.json	24468	5	0	0	0	0	12	0	2	218	0	0	0	0	0	0	0	0	0	0	53	100	0	0	0	0	0	1
fsh-generated/resources/Bundle-Example-AddPractitioner-Bundle-Response.json	24462	3	0	0	0	0	4	0	1	81	0	0	0	0	0	0	0	0	0	0	54	90	0	0	0	0	0	0
fsh-generated/resources/Bundle-Example-AddPractitioner-Bundle.json	13577	2	0	0	0	0	3	0	1	37	0	0	0	0	0	0	0	0	0	0	35	81	0	0	0	0	0	0
fsh-generated/resources/Bundle-Example-Batch-Bundle-Response.json	61167	5	0	0	0	0	9	0	3	0	0	0	0	0	0	0	0	0	0	0	83	203	0	0	0	0	0	0
fsh-generated/resources/Bundle-Example-Batch-Bundle.json	38435	4	0	0	0	0	5	0	1	0	0	0	0	0	0	0	0	0	0	0	56	84	0	0	0	0	0	1
fsh-generated/resources/Bundle-Example-DistributeOrganization-Bundle.json	10632	3	0	0	0	0	2	0	1	3	0	0	0	0	0	0	0	0	0	0	32	9	0	0	0	0	0	0
fsh-generated/resources/Bundle-Example-DistributePractitioner-Bundle-forTesting.json	10337	3	0	0	0	0	1	0	0	36	0	0	0	0	0	0	0	0	0	0	31	39	0	0	0	0	0	0
fsh-generated/resources/Bundle-Example-DistributePractitioner-Bundle.json	24214	5	0	0	0	0	3	0	2	68	0	0	0	0	0	0	0	0	0	0	52	87	0	0	0	0	0	0
fsh-generated/resources/Bundle-Example-GET-Location-Response.json	7608	2	0	0	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	23	11	0	0	1	0	0	0
fsh-generated/resources/Bundle-Example-GET-Organization-Response.json	5276	2	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	19	10	0	0	0	0	0	0
fsh-generated/resources/Bundle-Example-GET-OrganizationAffiliation-Response.json	2503	1	0	0	0	0	1	0	1	81	0	0	0	0	0	0	0	0	0	0	15	9	0	0	0	0	0	0
fsh-generated/resources/Bundle-Example-GET-OrganizationAffiliation-byOrganization-Response.json	3938	2	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	19	8	0	0	0	0	0	0
fsh-generated/resources/Bundle-Example-GET-Practitioner-Param-Response.json	26135	4	0	0	0	0	2	0	1	79	0	0	0	0	0	0	0	0	0	0	66	97	0	0	0	0	0	0
fsh-generated/resources/Bundle-Example-GET-Practitioner-Response.json	14458	3	1	0	0	0	3	0	1	35	0	0	0	0	0	0	0	0	0	0	38	50	0	0	0	0	0	0
fsh-generated/resources/Bundle-Example-GET-PractitionerRole-Response.json	2694	2	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	19	6	0	0	0	0	0	0
fsh-generated/resources/Bundle-Example-GET-PractitionerRole-byPractitioner-Response.json	6373	1	0	0	0	0	1	0	0	57	0	0	0	0	0	0	0	0	0	0	38	41	0	0	0	0	0	0
fsh-generated/resources/Bundle-Example-Individual-Provider-Bundle.json	17935	3	0	0	0	0	2	0	1	80	0	0	0	0	0	0	0	0	0	0	63	99	0	0	0	0	0	0
fsh-generated/resources/Bundle-Example-Organizational-Provider-Bundle.json	11061	2	0	0	0	0	1	0	1	3	0	1	0	0	0	0	0	1	0	0	54	9	0	0	0	0	0	0
fsh-generated/resources/Bundle-Example-Response-Query-Organization-Bundle.json	14560	2	0	0	0	0	2	0	1	1	0	0	0	0	0	0	0	0	0	0	28	12	0	0	0	0	0	0
fsh-generated/resources/Bundle-Example-Response-Query-Practitioner-Bundle.json	22686	2	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	39	93	0	0	0	0	0	1
fsh-generated/resources/Bundle-Example-UpdateLocationWithLinks-Bundle.json	11775	3	0	0	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	33	14	0	0	0	0	0	0
fsh-generated/resources/Bundle-Example-UpdateOrganization-Bundle-Response.json	7220	1	1	0	0	0	2	0	1	1	0	0	0	0	0	0	0	0	0	0	22	10	0	0	0	0	0	0
fsh-generated/resources/Bundle-Example-UpdateOrganization-Bundle.json	11526	2	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	34	12	0	0	0	0	0	0
fsh-generated/resources/Bundle-Example-UpdatePractitioner-Batch-Bundle-Response.json	24471	3	0	0	0	0	4	0	2	68	0	0	0	0	0	0	0	0	0	0	55	85	0	0	0	0	0	0
fsh-generated/resources/Bundle-Example-UpdatePractitioner-Bundle-Response.json	24465	3	0	0	0	0	4	0	1	63	0	0	0	0	0	0	0	0	0	0	61	89	0	0	0	0	0	0
fsh-generated/resources/Bundle-Example-UpdatePractitioner-Bundle.json	18415	2	0	0	0	0	3	0	0	33	0	0	0	0	0	0	0	0	0	0	38	46	0	0	0	0	0	0
fsh-generated/resources/Bundle-Example-UpdatePractitioner-LicenseStatus-Bundle.json	4117	2	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	16	6	0	0	0	0	0	0
fsh-generated/resources/CapabilityStatement-bc-plr-client-capability-statement.json	2119	2	0	0	0	0	0	0	1	10	0	0	0	0	0	0	0	0	0	0	27	21	0	0	0	1	0	0
fsh-generated/resources/CapabilityStatement-bc-plr-server-capability-statement.json	7799	1	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	61	12	0	0	0	1	0	0
fsh-generated/resources/CodeSystem-bc-service-type-code-system.json	665	1	1	0	0	0	0	0	0	7	0	0	1	0	0	0	0	0	0	0	17	1530	0	0	0	0	0	0
fsh-generated/resources/Location-Example-Location-For-Add.json	3367	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	17	13	0	0	0	0	0	0
fsh-generated/resources/Location-IFC.00047422.BC.PRS.json	5197	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	11	0	0	0	0	0	0
fsh-generated/resources/Location-IFC.00147422.BC.PRS.json	4889	2	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	19	12	0	0	0	0	0	0
fsh-generated/resources/Location-IFC.00147423.BC.PRS.json	4278	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	11	0	0	0	0	0	0
fsh-generated/resources/OperationDefinition-bc-batch.json	1958	1	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	18	12	0	0	0	1	0	0
fsh-generated/resources/OperationDefinition-bc-distribution.json	1273	1	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	14	10	0	0	0	0	0	0
fsh-generated/resources/OperationDefinition-bc-entity-location-query.json	4526	2	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	34	7	0	0	0	1	0	0
fsh-generated/resources/OperationDefinition-bc-entity-organization-query.json	2900	1	0	0	0	0	0	0	1	8	0	0	0	0	0	0	0	0	0	0	24	7	0	0	0	1	0	0
fsh-generated/resources/OperationDefinition-bc-entity-practitioner-query.json	3889	2	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	29	9	0	0	0	0	0	0
fsh-generated/resources/OperationDefinition-bc-extended-location-query.json	4571	1	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	32	7	0	0	0	1	0	0
fsh-generated/resources/OperationDefinition-bc-extended-organization-query.json	2952	2	1	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	24	7	0	0	0	1	0	0
fsh-generated/resources/OperationDefinition-bc-extended-practitioner-query.json	3930	1	0	0	0	0	0	0	1	9	0	0	0	0	0	0	0	0	0	0	28	7	0	0	0	0	0	0
fsh-generated/resources/OperationDefinition-bc-maintain.json	2295	2	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	21	7	0	0	0	1	0	0
fsh-generated/resources/OperationOutcome-Example-OperationOutcome-7018.json	604	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	5	0	0	0	0	0	0
fsh-generated/resources/OperationOutcome-Example-OperationOutcome-7047.json	613	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	13	6	0	0	0	0	0	0
fsh-generated/resources/OperationOutcome-Example-OperationOutcome-7049.json	614	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	6	0	0	0	0	0	0
fsh-generated/resources/OperationOutcome-Example-OperationOutcome-BatchError.json	620	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	9	9	0	0	0	0	0	0
fsh-generated/resources/OperationOutcome-Example-OperationOutcome-BatchSuccess.json	613	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	5	0	0	0	0	0	0
fsh-generated/resources/OperationOutcome-Example-OperationOutcome-MaintainSuccess.json	616	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	9	5	0	0	0	0	0	0
fsh-generated/resources/OperationOutcome-Example-OperationOutcome-Success.json	585	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	9	0	0	0	0	0	0
fsh-generated/resources/Organization-Example-Credential-Granting-Institution.json	343	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	9	9	0	0	0	0	0	0
fsh-generated/resources/Organization-Example-Organization-1.json	4715	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	9	0	0	0	0	0	0
fsh-generated/resources/Organization-Example-Organization-PrimaryCare.json	11002	4	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	26	9	0	0	0	0	0	1
fsh-generated/resources/Organization-Example-Qualification-Organization.json	353	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	7	0	0	0	0	0	0
fsh-generated/resources/Organization-IPC.00047422.BC.PRS.json	3231	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	13	7	0	0	0	0	0	0
fsh-generated/resources/Organization-IPC.00147434.BC.PRS.json	5028	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	8	0	0	0	0	0	0
fsh-generated/resources/Organization-IPC.00147436.BC.PRS.json	5583	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	19	7	0	0	0	0	0	0
fsh-generated/resources/Organization-IPC.00147437.BC.PRS.json	5088	2	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	17	6	0	0	0	0	0	0
fsh-generated/resources/OrganizationAffiliation-Example-OrganizationAffiliation-Loc1.json	978	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	6	0	0	0	0	0	0
fsh-generated/resources/OrganizationAffiliation-Example-OrganizationAffiliation-Loc2.json	974	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	10	11	0	0	0	0	0	0
fsh-generated/resources/OrganizationAffiliation-RELN.1142.PRS.json	1322	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	8	0	0	0	0	0	0
